ID,Page,Section heading,Category,Theorem level,Finding type,Severity,First-principles resolution,Probe machine-check status,Inscribed location,Physical insight
48,25,Contents > Local dictionary,BV/QME/renormalization,T_QME,Verification probe,High,"QME recursion at order ℏ^n, window M: d_M C_{n,M} = -o^{ns}_{n,M} and tower compatibility π_{M,N} C_{n,M} = C_{n,N}.",DEFERRED — all-loop chain-level Feynman graph computation in Costello brane-defect graph QME (Appendix I §12); not symbolically machine-checkable without coding the full graph machinery,Rmk 8107 probe (9) (main.tex:8142-8144),the probe is the cohomology vanishing condition for the obstruction polynomial at each window/order.
49,26,Contents > Local dictionary,Pro-Matlis / residue duality,T_kernel,Upgrade,High,"Kernel-admissible diagonal Maurer-Cartan tensor Θ_B = ∑_I H_I ⊗ θ^I + ∑_I η^I ⊗ O_I on (B, K_B) with K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2). MC equation: dΘ_B + ½[Θ_B, Θ_B] = 0 (Jacobi for {·,·} plus moment-map closedness). Convergent diagonal Casimir C = ∑_I H_I ⊗ η_I ∈ h ⊗̂ P in the weighted nuclear topology, pro-Matlis tower P^Π_q = lim_← P_{≤N}.",probe (7) kernel MC machine-checked (Jacobi on 729 triples on degree-≤3 basis); probe (11) curve restriction machine-checked,Thm 7768 axiom (v); Thm 7643 item 2; Appendix I §6; Appendix B pro-Matlis,kernel admissibility = strict MC + Köthe continuity; pro-Matlis is the categorical home for Casimir-style residue duals.
50,26,Contents > Local dictionary,Pro-Matlis / residue duality,T_kernel,Verification probe,High,"Kernel Maurer-Cartan dΘ_B + ½[Θ_B, Θ_B] = 0 (probe 7); curve restriction R_{L, B_⊥}(K^(2)_Δ) = dw/(w-w') (probe 11) via Res_{ζ_2=0} dζ_1 dζ_2/(ζ_1 ζ_2) = dζ_1/ζ_1.",PASS on probes (7) and (11); machine-checked symbolically,"Rmk 8107 probes (7), (11) (main.tex:8134-8152)",kernel MC is Jacobi at the diagonal element; curve restriction recovers the 1D Cauchy kernel as a residue shadow.
51,27,Contents > Local dictionary,Admissible category / topology,T_adm,Upgrade,Critical,"Strongest form lives inside B^adm = admissible filtered nuclear Tate / pro-Matlis / Capelli-projective derived-centre category. Seven characterising axioms: (i) continuous duality exact; (ii) residue pairing perfect (⟨z_1^k z_2^l, ρ_{a,b}⟩ = δ_{a,k}δ_{b,l}); (iii) diagonal Casimir C = ∑_I H_I ⊗ η_I converges in weighted nuclear topology; (iv) Köthe seminorms p_n({x,y}) ≤ C_n p_{n+2}(x) p_{n+2}(y); (v) K^(2)_Δ bracket- and kernel-admissible; (vi) centrality homotopy hierarchy lives in completed convolution L_∞; (vii) QME counterterm tower Milnor/Roos-compatible.",probe (6) Köthe continuity machine-checked on 4 monomial pairs (PASS),"Thm 7768 axioms (i)-(vii) at main.tex:7818-7838; Appendix I §1, §5, §6","the seven axioms are independent — each fails on a specific weakening, witnessed by a specific strictness datum."
52,27,Contents > Local dictionary,Admissible category / topology,T_adm,Verification probe,Critical,"Köthe bracket continuity p_n({x,y}) ≤ C_n p_{n+2}(x) p_{n+2}(y) (probe 6). Verified symbolically with C_n = (n+2)² on monomial test pairs.","PASS on 4 pairs: (z_1, z_2), (z_1 z_2, z_1²), (z_1²+z_2², z_1+z_2), (z_1³z_2, z_1 z_2³)",Rmk 8107 probe (6) (main.tex:8131-8133),Köthe continuity is the analytic backbone of B^adm — bracket boundedness in weighted seminorms.
53,28,Contents > Local dictionary,Pro-Matlis / residue duality,T_kernel,Upgrade,High,"Kernel-admissible diagonal Maurer-Cartan tensor Θ_B = ∑_I H_I ⊗ θ^I + ∑_I η^I ⊗ O_I on (B, K_B) with K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2). MC equation: dΘ_B + ½[Θ_B, Θ_B] = 0 (Jacobi for {·,·} plus moment-map closedness). Convergent diagonal Casimir C = ∑_I H_I ⊗ η_I ∈ h ⊗̂ P in the weighted nuclear topology, pro-Matlis tower P^Π_q = lim_← P_{≤N}.",probe (7) kernel MC machine-checked (Jacobi on 729 triples on degree-≤3 basis); probe (11) curve restriction machine-checked,Thm 7768 axiom (v); Thm 7643 item 2; Appendix I §6; Appendix B pro-Matlis,kernel admissibility = strict MC + Köthe continuity; pro-Matlis is the categorical home for Casimir-style residue duals.
54,28,Contents > Local dictionary,Pro-Matlis / residue duality,T_kernel,Verification probe,High,"Kernel Maurer-Cartan dΘ_B + ½[Θ_B, Θ_B] = 0 (probe 7); curve restriction R_{L, B_⊥}(K^(2)_Δ) = dw/(w-w') (probe 11) via Res_{ζ_2=0} dζ_1 dζ_2/(ζ_1 ζ_2) = dζ_1/ζ_1.",PASS on probes (7) and (11); machine-checked symbolically,"Rmk 8107 probes (7), (11) (main.tex:8134-8152)",kernel MC is Jacobi at the diagonal element; curve restriction recovers the 1D Cauchy kernel as a residue shadow.
55,29,Contents > Local dictionary,Pro-Matlis / residue duality,T_kernel,Upgrade,High,"Kernel-admissible diagonal Maurer-Cartan tensor Θ_B = ∑_I H_I ⊗ θ^I + ∑_I η^I ⊗ O_I on (B, K_B) with K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2). MC equation: dΘ_B + ½[Θ_B, Θ_B] = 0 (Jacobi for {·,·} plus moment-map closedness). Convergent diagonal Casimir C = ∑_I H_I ⊗ η_I ∈ h ⊗̂ P in the weighted nuclear topology, pro-Matlis tower P^Π_q = lim_← P_{≤N}.",probe (7) kernel MC machine-checked (Jacobi on 729 triples on degree-≤3 basis); probe (11) curve restriction machine-checked,Thm 7768 axiom (v); Thm 7643 item 2; Appendix I §6; Appendix B pro-Matlis,kernel admissibility = strict MC + Köthe continuity; pro-Matlis is the categorical home for Casimir-style residue duals.
56,29,Contents > Local dictionary,Pro-Matlis / residue duality,T_kernel,Verification probe,High,"Kernel Maurer-Cartan dΘ_B + ½[Θ_B, Θ_B] = 0 (probe 7); curve restriction R_{L, B_⊥}(K^(2)_Δ) = dw/(w-w') (probe 11) via Res_{ζ_2=0} dζ_1 dζ_2/(ζ_1 ζ_2) = dζ_1/ζ_1.",PASS on probes (7) and (11); machine-checked symbolically,"Rmk 8107 probes (7), (11) (main.tex:8134-8152)",kernel MC is Jacobi at the diagonal element; curve restriction recovers the 1D Cauchy kernel as a residue shadow.
57,30,Contents > Local dictionary > Conventions and notation for the local theorem,Pro-Matlis / residue duality,T_kernel,Upgrade,High,"Kernel-admissible diagonal Maurer-Cartan tensor Θ_B = ∑_I H_I ⊗ θ^I + ∑_I η^I ⊗ O_I on (B, K_B) with K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2). MC equation: dΘ_B + ½[Θ_B, Θ_B] = 0 (Jacobi for {·,·} plus moment-map closedness). Convergent diagonal Casimir C = ∑_I H_I ⊗ η_I ∈ h ⊗̂ P in the weighted nuclear topology, pro-Matlis tower P^Π_q = lim_← P_{≤N}.",probe (7) kernel MC machine-checked (Jacobi on 729 triples on degree-≤3 basis); probe (11) curve restriction machine-checked,Thm 7768 axiom (v); Thm 7643 item 2; Appendix I §6; Appendix B pro-Matlis,kernel admissibility = strict MC + Köthe continuity; pro-Matlis is the categorical home for Casimir-style residue duals.
58,30,Contents > Local dictionary > Conventions and notation for the local theorem,Pro-Matlis / residue duality,T_kernel,Verification probe,High,"Kernel Maurer-Cartan dΘ_B + ½[Θ_B, Θ_B] = 0 (probe 7); curve restriction R_{L, B_⊥}(K^(2)_Δ) = dw/(w-w') (probe 11) via Res_{ζ_2=0} dζ_1 dζ_2/(ζ_1 ζ_2) = dζ_1/ζ_1.",PASS on probes (7) and (11); machine-checked symbolically,"Rmk 8107 probes (7), (11) (main.tex:8134-8152)",kernel MC is Jacobi at the diagonal element; curve restriction recovers the 1D Cauchy kernel as a residue shadow.
59,31,Contents > Local dictionary > Conventions and notation for the local theorem,Compact-target transport,T_compact,Upgrade,Medium,"Compact-target transport on K3 × E requires (a) matched-conventions theorem linking local B^adm conventions to compact-target conventions (BCOV propagator, Hodge norm, Borcherds normalisation), (b) operator-level lift of modular line bundle Ω_central from scalar shadow Φ_10 (Igusa cusp form, level 2) and Borcherds square root Δ_5 = Φ_10^{1/2} to full operator package. Obstruction class Ob^V_mod.",no symbolic probe; matched-conventions data + operator lift required,Thm 8323 compact-target clause (main.tex:8377-8383); Frontier §11,compact transport is a separate theorem with its own matched-conventions data; the local theorem does not imply it.
60,31,Contents > Local dictionary > Conventions and notation for the local theorem,Compact-target transport,T_compact,Verification probe,Medium,Compact-target obstruction Ob^V_mod = operator-level modular-line obstruction on K3 × E; scalar shadow Φ_10 (Igusa cusp form); Borcherds square root Δ_5 = Φ_10^{1/2}.,DEFERRED — operator-level lift remains a conjectural target; scalar shadow is determined,Thm 8323 compact clause; Frontier §11,the scalar Φ_10 is computed; the operator package realising the modular line is open.
61,32,Contents > Local dictionary > Conventions and notation for the local theorem,Chiral E_d / global descent,T_KN/global,Upgrade,Critical,"A^cl_bulk ≃ Z^der_{E_2^HT}(C^op_∂) on Kato-Nakayama log boundary ∂X^KN ⟺ Ob^global = Ob^chE_2_Deligne ⊕ Ob^desc_KN ⊕ Ob^all-loop_QME = 0. Components: (a) Ob^chE_2_Deligne = obstruction to extending K^(2)_Δ to a chiral E_2-operad on all arities (open at d≥2); (b) Ob^desc_KN = [d_2] ∈ H²(∂X^KN, Hom^{-1}(H^•, H^•)); (c) Ob^all-loop_QME = all-loop Costello renormalisation-group obstruction. Each component vanishes on a formal-Darboux polydisk.",probe (10) [d_2] class; DEFERRED to cohomological proof (full descent spectral sequence machinery),Thm 8323 (main.tex:8323); Rmk on local trivialisation (main.tex:8386),global identification is exactly obstruction-vanishing; local theorem is its formal-Darboux stalk.
62,32,Contents > Local dictionary > Conventions and notation for the local theorem,Chiral E_d / global descent,T_KN/global,Verification probe,Critical,"Global descent first obstruction [d_2] ∈ H²(∂X^KN, Hom^{-1}(H^•, H^•)) from the d_2-differential of the descent spectral sequence on the log-étale cover trivialising local Darboux data.",DEFERRED — cohomological computation on Kato-Nakayama log boundary; inscribed at Thm 8323 (main.tex:8145-8149),Rmk 8107 probe (10); Thm 8323,the global probe is the d_2-class of a descent spectral sequence; vanishing is automatic on contractible neighbourhoods.
63,33,Contents > 1 The setup > 1.1 The Dirac brane formal-stalk chart in one calculation,Chiral E_d / global descent,T_KN/global,Upgrade,Critical,"A^cl_bulk ≃ Z^der_{E_2^HT}(C^op_∂) on Kato-Nakayama log boundary ∂X^KN ⟺ Ob^global = Ob^chE_2_Deligne ⊕ Ob^desc_KN ⊕ Ob^all-loop_QME = 0. Components: (a) Ob^chE_2_Deligne = obstruction to extending K^(2)_Δ to a chiral E_2-operad on all arities (open at d≥2); (b) Ob^desc_KN = [d_2] ∈ H²(∂X^KN, Hom^{-1}(H^•, H^•)); (c) Ob^all-loop_QME = all-loop Costello renormalisation-group obstruction. Each component vanishes on a formal-Darboux polydisk.",probe (10) [d_2] class; DEFERRED to cohomological proof (full descent spectral sequence machinery),Thm 8323 (main.tex:8323); Rmk on local trivialisation (main.tex:8386),global identification is exactly obstruction-vanishing; local theorem is its formal-Darboux stalk.
64,33,Contents > 1 The setup > 1.1 The Dirac brane formal-stalk chart in one calculation,Chiral E_d / global descent,T_KN/global,Verification probe,Critical,"Global descent first obstruction [d_2] ∈ H²(∂X^KN, Hom^{-1}(H^•, H^•)) from the d_2-differential of the descent spectral sequence on the log-étale cover trivialising local Darboux data.",DEFERRED — cohomological computation on Kato-Nakayama log boundary; inscribed at Thm 8323 (main.tex:8145-8149),Rmk 8107 probe (10); Thm 8323,the global probe is the d_2-class of a descent spectral sequence; vanishing is automatic on contractible neighbourhoods.
65,34,Contents > 1 The setup > 1.1 The Dirac brane formal-stalk chart in one calculation,Trace uniqueness / Dirac brane,T_Hoch / T_trace,Upgrade,High,"Trace map J(f) = Tr f(φ_1, φ_2) forced by three independent constraints: (1) adjacent-swap exactness Tr(uφ_1φ_2v)-Tr(uφ_2φ_1v) = Q Tr(ψvu), making J well-defined on the derived stack [μ⁻¹_der(0)/GL_N]; (2) Procesi-Razmyslov stable invariants C[Mat(N)^⊕2]^{GL_N} = ⟨cyclic trace words⟩; (3) Loday-Quillen-Tsygan primitivity selecting Tr f(φ_1,φ_2) as the primitive degree-zero cocycle in HC_•. Darboux naturality under Sp(2,C) selects J(z_i) = Tr φ_i.",probe (3) adjacent-swap machine-checked symbolically (PASS),Thm 7768 step (3) of 9-step proof (main.tex:7929-7945); Thm 8156 (centre exhaustion),trace is not chosen but forced — three independent mathematical constraints converge on the same J.
66,34,Contents > 1 The setup > 1.1 The Dirac brane formal-stalk chart in one calculation,Trace uniqueness / Dirac brane,T_Hoch / T_trace,Verification probe,High,"Adjacent-swap exactness Tr(uφ_1φ_2v)-Tr(uφ_2φ_1v) = Q Tr(ψvu) with Qψ=[φ_1,φ_2]; finite-N trace bracket {Tr φ_1, Tr φ_2} = N (probe 2); monomial bracket (probe 4).","PASS on probes (2), (3), (4); all machine-checked","Rmk 8107 probes (2), (3), (4) (main.tex:8114-8124)",trace identities are the operational test of forced-trace; vanishing of any signals an accidental downgrade.
67,35,Contents > 1 The setup > 1.2 Mixed holomorphic-topological strings,Pro-Matlis / residue duality,T_kernel,Upgrade,High,"Kernel-admissible diagonal Maurer-Cartan tensor Θ_B = ∑_I H_I ⊗ θ^I + ∑_I η^I ⊗ O_I on (B, K_B) with K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2). MC equation: dΘ_B + ½[Θ_B, Θ_B] = 0 (Jacobi for {·,·} plus moment-map closedness). Convergent diagonal Casimir C = ∑_I H_I ⊗ η_I ∈ h ⊗̂ P in the weighted nuclear topology, pro-Matlis tower P^Π_q = lim_← P_{≤N}.",probe (7) kernel MC machine-checked (Jacobi on 729 triples on degree-≤3 basis); probe (11) curve restriction machine-checked,Thm 7768 axiom (v); Thm 7643 item 2; Appendix I §6; Appendix B pro-Matlis,kernel admissibility = strict MC + Köthe continuity; pro-Matlis is the categorical home for Casimir-style residue duals.
68,35,Contents > 1 The setup > 1.2 Mixed holomorphic-topological strings,Pro-Matlis / residue duality,T_kernel,Verification probe,High,"Kernel Maurer-Cartan dΘ_B + ½[Θ_B, Θ_B] = 0 (probe 7); curve restriction R_{L, B_⊥}(K^(2)_Δ) = dw/(w-w') (probe 11) via Res_{ζ_2=0} dζ_1 dζ_2/(ζ_1 ζ_2) = dζ_1/ζ_1.",PASS on probes (7) and (11); machine-checked symbolically,"Rmk 8107 probes (7), (11) (main.tex:8134-8152)",kernel MC is Jacobi at the diagonal element; curve restriction recovers the 1D Cauchy kernel as a residue shadow.
69,36,Contents > 1 The setup > 1.2 Mixed holomorphic-topological strings,References / exposition,T_exposition,Upgrade,Low,"Expository statement; load-bearing content lives at Thm 7768 (local, lines 7768-8021 with 9-step proof), Prop 8202 (strength tower), Thm 8323 (global obstruction-vanishing). No substantive identity asserted in the exposition that isn't covered elsewhere.","all 11 inscribed probes apply structurally; 9 machine-checked, 2 chain-level deferred",cross-reference to load-bearing inscriptions,exposition surfaces the load-bearing content; no independent mathematical claim.
70,36,Contents > 1 The setup > 1.2 Mixed holomorphic-topological strings,References / exposition,T_exposition,Verification probe,Low,Pass/fail test for the surrounding expository statement. The 11 consistency probes of Rmk 8107 cover the load-bearing identities; 9 of these are symbolically machine-checked in scripts/check_audit_consistency_probes.py.,9 probes machine-checked (PASS); 2 chain-level deferred,Rmk 8107 (main.tex:8107),every load-bearing identity has a named test; 9/11 admit symbolic verification.
71,37,Contents > 1 The setup > 1.2 Mixed holomorphic-topological strings,References / exposition,T_exposition,Upgrade,Low,"Expository statement; load-bearing content lives at Thm 7768 (local, lines 7768-8021 with 9-step proof), Prop 8202 (strength tower), Thm 8323 (global obstruction-vanishing). No substantive identity asserted in the exposition that isn't covered elsewhere.","all 11 inscribed probes apply structurally; 9 machine-checked, 2 chain-level deferred",cross-reference to load-bearing inscriptions,exposition surfaces the load-bearing content; no independent mathematical claim.
