ID,Page,Section heading,Category,Theorem level,Finding type,Severity,Status,Verification reference,Notes,Surrounding text quote (truncated),Issue / improvement,Strongest upgrade construction,Verification / consistency probe
31,17,Contents > Local dictionary,References / exposition,T_exposition,Upgrade,Low,verified,"Bibliographic / cross-reference polish; the surrounding statement is already inscribed in stronger form at the load-bearing locations (Thm \ref{thm:main-local} main.tex:7768, Prop \ref{prop:monotone-strength-tower} main.tex:8202, Thm \ref{thm:main-global-conditional} main.tex:8323, Rmk \ref{rmk:consistency-probes} main.tex:8107)",Exposition entry; load-bearing content lives elsewhere,"Contents 15 Object or convention Definition Ambient pair and fixed stratum The local pair is 𝑋= ℝ2 𝑡,𝑠× ℂ2 𝑧1,𝑧2, 𝐿= ℝ𝑡× {𝑠= 𝑧1 = 𝑧2 = 0}. The normal bundle of the brane line is 𝑁𝐿𝑋= ℝ𝑠⊕ℂ𝑧1 ⊕ℂ𝑧2. The Ω-background scales ",Reduce rhetorical load by making the claim/test/obstruction triad explicit in exposition-heavy passages.,"For each named theorem or comparison, add: category, input data, output, obstruction class, and verification probe.",Check that every theorem reference on this page resolves to hypotheses and target category.
32,17,Contents > Local dictionary,References / exposition,T_exposition,Verification probe,Low,verified,Exposition probe — pass/fail tests for the load-bearing statements are the 11 consistency probes of Rmk \ref{rmk:consistency-probes} (main.tex:8107),Exposition; probes live at the load-bearing remark,"Contents 15 Object or convention Definition Ambient pair and fixed stratum The local pair is 𝑋= ℝ2 𝑡,𝑠× ℂ2 𝑧1,𝑧2, 𝐿= ℝ𝑡× {𝑠= 𝑧1 = 𝑧2 = 0}. The normal bundle of the brane line is 𝑁𝐿𝑋= ℝ𝑠⊕ℂ𝑧1 ⊕ℂ𝑧2. The Ω-background scales ",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,"For each named theorem or comparison, add: category, input data, output, obstruction class, and verification probe.",Check that every theorem reference on this page resolves to hypotheses and target category.
33,18,Contents > Local dictionary,References / exposition,T_exposition,Upgrade,Low,verified,"Bibliographic / cross-reference polish; the surrounding statement is already inscribed in stronger form at the load-bearing locations (Thm \ref{thm:main-local} main.tex:7768, Prop \ref{prop:monotone-strength-tower} main.tex:8202, Thm \ref{thm:main-global-conditional} main.tex:8323, Rmk \ref{rmk:consistency-probes} main.tex:8107)",Exposition entry; load-bearing content lives elsewhere,"16 Contents Object or convention Definition Normal contraction datum A localized deformation retract CΩ = (𝜋𝐿, 𝑗𝐿, ℎΩ) : EΩ(𝑋) ⇄EΩ(𝐿) for the mixed de Rham/Dolbeault coefficient complex, with 𝜋𝐿𝑗𝐿= id, 𝑄ΩℎΩ + ℎΩ𝑄Ω = id −",Reduce rhetorical load by making the claim/test/obstruction triad explicit in exposition-heavy passages.,"For each named theorem or comparison, add: category, input data, output, obstruction class, and verification probe.",Check that every theorem reference on this page resolves to hypotheses and target category.
34,18,Contents > Local dictionary,References / exposition,T_exposition,Verification probe,Low,verified,Exposition probe — pass/fail tests for the load-bearing statements are the 11 consistency probes of Rmk \ref{rmk:consistency-probes} (main.tex:8107),Exposition; probes live at the load-bearing remark,"16 Contents Object or convention Definition Normal contraction datum A localized deformation retract CΩ = (𝜋𝐿, 𝑗𝐿, ℎΩ) : EΩ(𝑋) ⇄EΩ(𝐿) for the mixed de Rham/Dolbeault coefficient complex, with 𝜋𝐿𝑗𝐿= id, 𝑄ΩℎΩ + ℎΩ𝑄Ω = id −",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,"For each named theorem or comparison, add: category, input data, output, obstruction class, and verification probe.",Check that every theorem reference on this page resolves to hypotheses and target category.
35,19,Contents > Local dictionary,References / exposition,T_exposition,Upgrade,Low,verified,"Bibliographic / cross-reference polish; the surrounding statement is already inscribed in stronger form at the load-bearing locations (Thm \ref{thm:main-local} main.tex:7768, Prop \ref{prop:monotone-strength-tower} main.tex:8202, Thm \ref{thm:main-global-conditional} main.tex:8323, Rmk \ref{rmk:consistency-probes} main.tex:8107)",Exposition entry; load-bearing content lives elsewhere,"Contents 17 Object or convention Definition Refined bracket off the self-dual locus Off the self-dual locus the ordinary Poisson bracket has weight 𝑤({𝑓, 𝑔}) = 𝑤(𝑓) + 𝑤( 𝑔) −(𝜖1 + 𝜖2). It is therefore a bracket valued in",Reduce rhetorical load by making the claim/test/obstruction triad explicit in exposition-heavy passages.,"For each named theorem or comparison, add: category, input data, output, obstruction class, and verification probe.",Check that every theorem reference on this page resolves to hypotheses and target category.
36,19,Contents > Local dictionary,References / exposition,T_exposition,Verification probe,Low,verified,Exposition probe — pass/fail tests for the load-bearing statements are the 11 consistency probes of Rmk \ref{rmk:consistency-probes} (main.tex:8107),Exposition; probes live at the load-bearing remark,"Contents 17 Object or convention Definition Refined bracket off the self-dual locus Off the self-dual locus the ordinary Poisson bracket has weight 𝑤({𝑓, 𝑔}) = 𝑤(𝑓) + 𝑤( 𝑔) −(𝜖1 + 𝜖2). It is therefore a bracket valued in",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,"For each named theorem or comparison, add: category, input data, output, obstruction class, and verification probe.",Check that every theorem reference on this page resolves to hypotheses and target category.
37,20,Contents > Local dictionary,References / exposition,T_exposition,Upgrade,Low,verified,"Bibliographic / cross-reference polish; the surrounding statement is already inscribed in stronger form at the load-bearing locations (Thm \ref{thm:main-local} main.tex:7768, Prop \ref{prop:monotone-strength-tower} main.tex:8202, Thm \ref{thm:main-global-conditional} main.tex:8323, Rmk \ref{rmk:consistency-probes} main.tex:8107)",Exposition entry; load-bearing content lives elsewhere,"18 Contents Object or convention Definition Euler-localization normalization The smooth equivariant localization convention pushes from 𝑋to 𝐿with the inverse normal Euler class 𝑒𝑇Ω (𝑁𝐿𝑋)−1 = (𝜖𝑠𝜖1𝜖2)−1, up to the orienta",Reduce rhetorical load by making the claim/test/obstruction triad explicit in exposition-heavy passages.,"For each named theorem or comparison, add: category, input data, output, obstruction class, and verification probe.",Check that every theorem reference on this page resolves to hypotheses and target category.
38,20,Contents > Local dictionary,References / exposition,T_exposition,Verification probe,Low,verified,Exposition probe — pass/fail tests for the load-bearing statements are the 11 consistency probes of Rmk \ref{rmk:consistency-probes} (main.tex:8107),Exposition; probes live at the load-bearing remark,"18 Contents Object or convention Definition Euler-localization normalization The smooth equivariant localization convention pushes from 𝑋to 𝐿with the inverse normal Euler class 𝑒𝑇Ω (𝑁𝐿𝑋)−1 = (𝜖𝑠𝜖1𝜖2)−1, up to the orienta",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,"For each named theorem or comparison, add: category, input data, output, obstruction class, and verification probe.",Check that every theorem reference on this page resolves to hypotheses and target category.
39,21,Contents > Local dictionary,Admissible category / topology,T_adm,Upgrade,Critical,verified,Thm \ref{thm:main-local} (main.tex:7768) 7-point admissible category B^adm at lines 7818-7838 (axioms i-vii); Appendix I §1 host filtered nuclear Tate dg category,B^adm = filtered nuclear Tate / pro-Matlis / Capelli-projective derived-centre category,"Contents 19 Symbol Meaning Φ𝐵 𝑃0 Restriction of Φcoord to a bracket-admissible subalgebra 𝐵⊂PVcoord(𝐴𝜕,coord): Φ𝐵 𝑃0 : Φ−1 coord(𝐵) ∼−→𝐵. This is the completed 𝑃0 comparison only because 𝐵carries a specified complete Hau","Make the category switch explicit here: the statement must live in the admissible filtered nuclear Tate/pro-Matlis/Capelli-projective host, not in a naive product completion.","Add a local check that continuous duality, bracket continuity, Casimir convergence, and Milnor/Roos compatibility hold before using the operation on this page.",Verify that every infinite sum or completed tensor on the page factors through B_adm or a named forgetful shadow.
40,21,Contents > Local dictionary,Admissible category / topology,T_adm,Verification probe,Critical,verified,"Rmk \ref{rmk:consistency-probes} (main.tex:8107) probe (6) Köthe continuity p_n({x,y})≤C_n p_{n+2}(x)p_{n+2}(y); plus Thm \ref{thm:main-local} 7-point B^adm (main.tex:7818-7838) axioms (i)-(vii)",Köthe continuity probe at main.tex:8131-8133; 7-point B^adm at main.tex:7818,"Contents 19 Symbol Meaning Φ𝐵 𝑃0 Restriction of Φcoord to a bracket-admissible subalgebra 𝐵⊂PVcoord(𝐴𝜕,coord): Φ𝐵 𝑃0 : Φ−1 coord(𝐵) ∼−→𝐵. This is the completed 𝑃0 comparison only because 𝐵carries a specified complete Hau",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,"Add a local check that continuous duality, bracket continuity, Casimir convergence, and Milnor/Roos compatibility hold before using the operation on this page.",Verify that every infinite sum or completed tensor on the page factors through B_adm or a named forgetful shadow.
41,22,Contents > Local dictionary,Capelli projective curvature,T_Capelli,Upgrade,Critical,verified,"Thm \ref{thm:main-local} (main.tex:7768) eq:cent-extension central charge ℏN[c̄]=Ω_central|_{J(f)}; eq:ope-projective J_f(z)J_g(w)~K^(2)_Δ(z,w)(J_{f,g}(w)+ℏN[{f,g}]_0); Thm \ref{thm:capelli-equals-modular-curvature}",Capelli scalar = curvature of modular line bundle at trace generator,"ie two-cocycle coefficient of 𝛾1. In the ordinary branch this leading symbol is ℏ𝑁[ ¯𝑐]. b𝜎sc Actual scalar-contact projection: a continuous filtered degree-0 cochain map b𝜎sc : 𝔔• 𝑤,𝜕,ℏ(𝐼) →𝐶• Lie( ¯𝐴; ℂ𝛾1)[1][[ℏ]] whos",Do not phrase the finite-N scalar as a defect or removable anomaly; it is projective curvature and must appear before any scalar-reduced shadow.,"State 0 -> C K -> g_cent -> g -> 0 and omega(f,g)=[{f,g}]_0 next to every finite-N central term.","Test {Tr phi_1, Tr phi_2}=N and [Phi_hbar(z1),Phi_hbar(z2)]_star=hbar N I."
42,22,Contents > Local dictionary,Capelli projective curvature,T_Capelli,Verification probe,Critical,verified,"Rmk \ref{rmk:consistency-probes} (main.tex:8107) probe (2) {Tr φ_1, Tr φ_2}=N; plus Thm \ref{thm:capelli-equals-modular-curvature} ℏN[c̄]=Ω_central|_{J(f)}",Capelli scalar probes at main.tex:8114-8117,"ie two-cocycle coefficient of 𝛾1. In the ordinary branch this leading symbol is ℏ𝑁[ ¯𝑐]. b𝜎sc Actual scalar-contact projection: a continuous filtered degree-0 cochain map b𝜎sc : 𝔔• 𝑤,𝜕,ℏ(𝐼) →𝐶• Lie( ¯𝐴; ℂ𝛾1)[1][[ℏ]] whos",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,"State 0 -> C K -> g_cent -> g -> 0 and omega(f,g)=[{f,g}]_0 next to every finite-N central term.","Test {Tr phi_1, Tr phi_2}=N and [Phi_hbar(z1),Phi_hbar(z2)]_star=hbar N I."
43,23,Contents > Local dictionary,BV/QME/renormalization,T_QME,Upgrade,High,verified,"Thm \ref{thm:main-local} (main.tex:7768) axiom (vii) QME counterterm tower {C_{n,M}} Milnor/Roos-compatible; Appendix I §11-12 (scalar-contact projection, Costello brane-defect graph QME)","All-loop QME via Costello renormalisation; classical CME shadow recovers from gr_{ℏ,F}","𝜅ℏ,𝑤,𝐼: 𝐶• CE,cont(𝔤𝑤,cur ℏ,𝐼) −→𝔔• 𝑤,𝜕,ℏ(𝐼), with generator values 𝑢𝑎(𝑡)𝑑𝑡⊗𝑓↦→𝐵BV 𝑓(𝑎), 𝑐𝐵,𝜌↦→ΘBV 𝜌(𝐵). Its reduced image must recover 𝐵𝑓(𝑎) and Θ𝜌(𝐵), but the kernel itself lives before scalar reduction, before de Rham","Classical BV and quantum QME layers should not be conflated; every quantum assertion needs scale, propagator, counterterm, and obstruction data.","State d_M C_{n,M}=-o_{n,M}^{ns} with pi_{M,N}C_{n,M}=C_{n,N}.","Check QI[L]+1/2{I[L],I[L]}_L+hbar Delta_L I[L]=0 after scalar-contact projection and non-scalar counterterms."
44,23,Contents > Local dictionary,BV/QME/renormalization,T_QME,Verification probe,High,verified,"Rmk \ref{rmk:consistency-probes} (main.tex:8107) probe (9): d_M C_{n,M}=-o^ns_{n,M} and π_{M,N}C_{n,M}=C_{n,N}; Appendix I §11-12 QME tower",QME recursion probe at main.tex:8142-8144,"𝜅ℏ,𝑤,𝐼: 𝐶• CE,cont(𝔤𝑤,cur ℏ,𝐼) −→𝔔• 𝑤,𝜕,ℏ(𝐼), with generator values 𝑢𝑎(𝑡)𝑑𝑡⊗𝑓↦→𝐵BV 𝑓(𝑎), 𝑐𝐵,𝜌↦→ΘBV 𝜌(𝐵). Its reduced image must recover 𝐵𝑓(𝑎) and Θ𝜌(𝐵), but the kernel itself lives before scalar reduction, before de Rham",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,"State d_M C_{n,M}=-o_{n,M}^{ns} with pi_{M,N}C_{n,M}=C_{n,N}.","Check QI[L]+1/2{I[L],I[L]}_L+hbar Delta_L I[L]=0 after scalar-contact projection and non-scalar counterterms."
45,24,Contents > Local dictionary,BV/QME/renormalization,T_QME,Upgrade,High,verified,"Thm \ref{thm:main-local} (main.tex:7768) axiom (vii) QME counterterm tower {C_{n,M}} Milnor/Roos-compatible; Appendix I §11-12 (scalar-contact projection, Costello brane-defect graph QME)","All-loop QME via Costello renormalisation; classical CME shadow recovers from gr_{ℏ,F}","ion. This primitive lives on 𝐴; after passage to ¯𝐴= 𝐴/ℂ· 1, the scalar-reduced QME complex requires its own counterterm data. 𝐸𝑎,𝑏,𝑁, 𝐴𝑗𝑖(𝑎, 𝑏, 𝑁) Quantum shear moment-ideal primitive datum in the matrix Weyl algebra. P","Classical BV and quantum QME layers should not be conflated; every quantum assertion needs scale, propagator, counterterm, and obstruction data.","State d_M C_{n,M}=-o_{n,M}^{ns} with pi_{M,N}C_{n,M}=C_{n,N}.","Check QI[L]+1/2{I[L],I[L]}_L+hbar Delta_L I[L]=0 after scalar-contact projection and non-scalar counterterms."
46,24,Contents > Local dictionary,BV/QME/renormalization,T_QME,Verification probe,High,verified,"Rmk \ref{rmk:consistency-probes} (main.tex:8107) probe (9): d_M C_{n,M}=-o^ns_{n,M} and π_{M,N}C_{n,M}=C_{n,N}; Appendix I §11-12 QME tower",QME recursion probe at main.tex:8142-8144,"ion. This primitive lives on 𝐴; after passage to ¯𝐴= 𝐴/ℂ· 1, the scalar-reduced QME complex requires its own counterterm data. 𝐸𝑎,𝑏,𝑁, 𝐴𝑗𝑖(𝑎, 𝑏, 𝑁) Quantum shear moment-ideal primitive datum in the matrix Weyl algebra. P",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,"State d_M C_{n,M}=-o_{n,M}^{ns} with pi_{M,N}C_{n,M}=C_{n,N}.","Check QI[L]+1/2{I[L],I[L]}_L+hbar Delta_L I[L]=0 after scalar-contact projection and non-scalar counterterms."
47,25,Contents > Local dictionary,BV/QME/renormalization,T_QME,Upgrade,High,verified,"Thm \ref{thm:main-local} (main.tex:7768) axiom (vii) QME counterterm tower {C_{n,M}} Milnor/Roos-compatible; Appendix I §11-12 (scalar-contact projection, Costello brane-defect graph QME)","All-loop QME via Costello renormalisation; classical CME shadow recovers from gr_{ℏ,F}",") = 𝑑QME𝐾ℏ,𝑤,𝐼+ 1 2 [𝐾ℏ,𝑤,𝐼, 𝐾ℏ,𝑤,𝐼]ℏ= 0. It requires the Costello finite-scale BV propagator and Laplacian, locality and counterterm estimates, scalar-contact chain projection, vanishing of 𝔒ns 𝑛for every order, and unr","Classical BV and quantum QME layers should not be conflated; every quantum assertion needs scale, propagator, counterterm, and obstruction data.","State d_M C_{n,M}=-o_{n,M}^{ns} with pi_{M,N}C_{n,M}=C_{n,N}.","Check QI[L]+1/2{I[L],I[L]}_L+hbar Delta_L I[L]=0 after scalar-contact projection and non-scalar counterterms."
48,25,Contents > Local dictionary,BV/QME/renormalization,T_QME,Verification probe,High,verified,"Rmk \ref{rmk:consistency-probes} (main.tex:8107) probe (9): d_M C_{n,M}=-o^ns_{n,M} and π_{M,N}C_{n,M}=C_{n,N}; Appendix I §11-12 QME tower",QME recursion probe at main.tex:8142-8144,") = 𝑑QME𝐾ℏ,𝑤,𝐼+ 1 2 [𝐾ℏ,𝑤,𝐼, 𝐾ℏ,𝑤,𝐼]ℏ= 0. It requires the Costello finite-scale BV propagator and Laplacian, locality and counterterm estimates, scalar-contact chain projection, vanishing of 𝔒ns 𝑛for every order, and unr",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,"State d_M C_{n,M}=-o_{n,M}^{ns} with pi_{M,N}C_{n,M}=C_{n,N}.","Check QI[L]+1/2{I[L],I[L]}_L+hbar Delta_L I[L]=0 after scalar-contact projection and non-scalar counterterms."
